skillId;skillName;skillDescription
1739;Renewing Memories;Enchantment Spell. For 5...17...20 seconds, while holding an item, any weapon and item Spells you cast cost 5...29...35% less Energy.
1740;Wielder's Remedy;Enchantment Spell. For 10...26...30 seconds, whenever you cast a weapon spell on an ally, that ally loses 1 condition.
1741;Ghostmirror Light;Spell. Target other ally is healed for 15...75...90 Health. If you are within earshot of a spirit, you are also healed for 15...75...90 Health.
1742;Signet of Ghostly Might;Elite Signet. For 5...17...20 seconds, all spirits you control within earshot attack 33% faster and deal 5...9...10 additional damage.
1743;Signet of Binding;Signet. You lose 200...80...50 Health and take control of target enemy-controlled spirit. (50% failure chance with Spawning Power 4 or less.)
1744;Caretaker's Charge;Elite Spell. Target foe is struck for 20...64...75 lightning damage. If you are holding an item, you gain 5 Energy and 5...41...50 Health.
1745;Anguish;Binding Ritual. Create a level 1...9...11 spirit. This spirit's attacks deal 5...17...20 damage and deal double damage to hexed foes. This spirit dies after 15...39...45 seconds.
1747;Empowerment;Binding Ritual. Create a level 1...11...14 spirit. All allies within its range holding an item gain 15...39...45 maximum Health and 10 maximum Energy. This spirit dies after 15...51...60 seconds.
1748;Recovery;Binding Ritual. Create a level 1...11...14 spirit. Conditions on allies within range of this spirit expire 20...44...50% faster. This spirit dies after 30...54...60 seconds.
1749;Weapon of Fury;Elite Weapon Spell. For 5...17...20 seconds, target ally gains 5...41...50% more adrenaline and 1 Energy whenever that ally successfully hits with an attack.
1750;Xinrae's Weapon;Elite Weapon Spell. For 8 seconds, the next time target ally takes damage from a foe that damage is limited to 5% of that ally's max Health and that ally steals up to 20...68...80 Health from that foe.
1751;Warmonger's Weapon;Weapon Spell. For 3...11...13 seconds, if target ally attacks a foe who is not attacking, that foe is interrupted.
1752;Weapon of Remedy;Elite Weapon Spell. For 8 seconds, the next time target ally takes damage or life steal from a foe, that ally steals up to 15...63...75 Health from that foe and loses 1 condition.
1753;Rending Sweep;Scythe Attack. You deal +5...17...20 and lose 1 Dervish enchantment. If an enchantment was lost, you remove an enchantment from each foe you hit.
1754;Onslaught;Elite Flash Enchantment Spell. For 3...13...15 seconds, you attack, move and gain adrenaline 25% faster.
1755;Mystic Corruption;Flash Enchantment Spell. All adjacent foes suffer from Disease for 1...2...2 second[s]. For 20 seconds, nothing happens. Disease duration is doubled if you are enchanted when you activate this skill. When this enchantment ends, all party members in earshot are cured of Disease.
1756;Grenth's Grasp;Elite Flash Enchantment Spell. For 20 seconds, if you are wielding a cold weapon, your attack skills also Cripple that [sic] foe for 1...9...11 second[s] and you transfer 1 condition from yourself to that foe.
1757;Veil of Thorns;Flash Enchantment Spell. When you cast this enchantment, all nearby foes are struck for 5...41...50 piercing damage. For 5...21...25 seconds you take 5...29...35% less damage from spells.
1758;Harrier's Grasp;Flash Enchantment Spell. For 5...17...20 seconds, attacks against moving foes also Cripple that foe for 2...8...9 seconds. This enchantment ends after you apply Cripple 1...3...3 times. [sic] When you cast this spell, you lose Cripple and 1 other condition.
1759;Vow of Strength;Elite Enchantment Spell. For 15 seconds, whenever you attack a foe with your scythe, you deal 10...22...25 slashing damage to all adjacent foes.
1760;Ebon Dust Aura;Elite Flash Enchantment Spell. When you cast this enchantment, all nearby foes are Blinded for 1...6...7 second[s]. For 30 seconds, if you are wielding an earth weapon, your melee attacks deal +3...13...15 earth damage. When this enchantment ends, you are cured of Blindness.
1761;Zealous Vow;Elite Enchantment Spell. For 20 seconds, you have -3 Energy regeneration, and you gain 1...5...6 Energy every time you hit with an attack.
1762;Heart of Fury;Stance.  For 2...8...10 seconds, you attack 25% faster.
1763;Zealous Renewal;Flash Enchantment Spell. All nearby foes take 5...25...30 holy damage. For 5...21...25 seconds, you have -1 Energy regeneration, and gain 1 Energy whenever you hit a foe. If this enchantment ends prematurely, you gain 1...4...5 Energy.
1764;Attacker's Insight;Flash Enchantment Spell. For 3...9...10 seconds you have a 50% chance to block while attacking. When this enchantment ends, you inflict Weakness on all adjacent foes for 3...13...15 seconds.
1765;Rending Aura;Flash Enchantment Spell. When you cast this enchantment, all nearby foes take 10...34...40 cold damage. For  30 [sic] seconds, your attack skills remove enchantments from knocked-down foes. When this enchantment ends, nearby foes are affected by Cracked Armor for 1...8...10 second[s].
1766;Featherfoot Grace;Enchantment Spell. For 5...17...20 seconds, you move 25% faster, and conditions expire 25% faster.
1767;Reaper's Sweep;Elite Scythe Attack. If this attack hits, you Cripple your target for 3...13...15 seconds. You lose 1 Dervish enchantment. If an enchantment was removed, this attack knocks down for 2...3...3 seconds.
1768;Harrier's Haste;Flash Enchantment Spell. For 2...7...8 seconds, you move 25% faster and deal +3...10...12 more damage against moving foes.
1769;Focused Anger;Elite Skill. For 45 seconds, you gain 0...120...150% more adrenaline.
1770;Natural Temper;Skill. For 4...9...10 seconds, you gain 33% more adrenaline while not under the effects of an Enchantment.
1771;Song of Restoration;Elite Chant. For 10 seconds, the next time each party member within earshot uses a skill, that party member gains 45...97...110 Health.
1772;Lyric of Purification;Chant. For 5...17...20 seconds, the next time each ally within earshot uses a Signet, that ally loses 1 Condition.
1773;Soldier's Fury;Elite Echo. For 10...30...35 seconds, if you are under the effects of a chant or a shout, you attack 33% faster and gain 33% more adrenaline, but you have -20 armor.
1774;Aggressive Refrain;Echo. For 5...21...25 seconds, you attack 25% faster but have -20 armor. This echo is reapplied every time a chant or shout ends on you.
1775;Energizing Finale;Echo. For 10...30...35 seconds, whenever a shout or chant ends on target non-spirit ally, that ally gains 1 Energy.
1776;Signet of Aggression;Signet. If you are under the effects of a shout or chant, you gain 2 strikes of adrenaline.
1777;Remedy Signet;Signet. You lose 1 condition.
1778;Signet of Return;Signet. Resurrect target party member with 5...13...15% Health and 1...3...4% Energy for each party member within earshot.
1779;"Make Your Time!";Shout. You gain 1 strike of adrenaline for each party member within earshot (maximum 1...4...5 adrenaline).
1780;"Can't Touch This!";Shout. For 20 seconds, the next 1...4...5 touch skill[s] used against allies [sic] within earshot fail[s].
1781;"Find Their Weakness!";Shout. For 5...17...20 seconds, the next time target ally attacks, that ally deals +5...41...50 damage and inflicts a Deep Wound for 5...17...20 seconds.
1782;"The Power Is Yours!";Elite Shout. For 3 seconds, all allies within earshot gain 0...1...1 Energy regeneration.
1783;Slayer's Spear;Spear Attack. If this attack hits, you deal +5...21...25 damage. If that foe has more Health than you, that foe suffers from a Deep Wound for 5...17...20 seconds.
1784;Swift Javelin;Spear Attack. If this attack hits, you deal +5...17...20 damage. If you are under the effects of an enchantment, this spear flies twice as fast and cannot be blocked.
1814;Lightbringer's Gaze;Skill. Target demonic servant of Abaddon takes 100 holy damage and is interrupted. This skill strikes one additional foe in the area for each rank of Lightbringer you have attained. This skill is disabled for 15 seconds after it is used.
1815;Lightbringer Signet;Signet. If you are within the area of a demonic servant of Abaddon, you gain 4...5 strikes of adrenaline and 22...24 Energy.
1816;Sunspear Rebirth Signet;Signet. Resurrect target dead party member at your location with full Health and 10% Energy for each Sunspear rank you have attained. This signet can only be used once per mission unless recharged by a morale boost.
1948;Shadow Sanctuary;Enchantment Spell. You are Blinded for 5 seconds. For 10 seconds, you gain +7...10 Health regeneration and +40 armor.
1949;Ether Nightmare;Hex Spell. Target foe loses 5...8 Energy. For each point of Energy lost in this way, that foe and all foes in the area suffer -1 Health degeneration for 10 seconds.
1950;Signet of Corruption;Signet. Target foe and all nearby foes take 20...30 damage. For each affected foe suffering from a condition or hex, you gain 2 Energy (maximum 12...20 Energy).
1951;Elemental Lord;Enchantment Spell. For 40...60 seconds, your elemental attributes are boosted by 1. Each time you cast a spell, you gain 1 Energy for every 10 ranks of Energy Storage and are healed for 100...300% of the spell's Energy cost.
1952;Selfless Spirit;Enchantment Spell. For 15...20 seconds, spells you cast that target another ally cost 3 less energy.
1953;Triple Shot;Bow Attack. Shoot 3 arrows simultaneously at target foe. These arrows deal 40...25% less damage.
1954;"Save Yourselves!";Shout. For 4...6 seconds, all other party members gain +100 armor.
1955;Aura of Holy Might;Enchantment Spell. For 45 seconds, you deal 20...25 holy damage to all adjacent foes whenever you lose a Dervish enchantment.
1957;Spear of Fury;Spear Attack. This attack deals +30...40 damage. If this attack hits a foe suffering from a condition, you gain 3...6 strikes of adrenaline.
1986;Vampiric Assault;Dual Attack. Must follow an off-hand attack. If this attack hits, you steal 10...34...40 Health.
1987;Lotus Strike;Off-Hand Attack. Must follow a lead attack. If it hits, this attack strikes for +10...22...25 damage and you gain 5...17...20 Energy.
1988;Golden Fang Strike;Off-Hand Attack. Must follow a lead attack. If you are under the effects of an enchantment and this attack hits, target foe suffers from a Deep Wound for 5...17...20 seconds.
1990;Falling Lotus Strike;Off-Hand Attack. Must strike a knocked-down foe. If it hits, you strike for +15...31...35 damage and gain 1...10...12 Energy.
1991;Sadist's Signet;Signet. You gain 10...34...40 Health for each condition on target foe.
1992;Signet of Distraction;Signet. If target foe is casting a spell, that spell is interrupted and disabled for 1...4...5 seconds for each signet you have equipped.
1993;Signet of Recall;Signet. For 10 seconds, you have -4 Energy regeneration. When this effect ends, you gain 13...19...20 Energy.
1994;Power Lock;Spell. If target foe is casting a spell or chant, that skill is interrupted and disabled for an additional 5...11...13 seconds.
1995;Waste Not, Want Not;Spell. If target foe is not casting a spell or attacking, you gain 8...12...13 Energy.
1996;Sum of All Fears;Hex Spell. For 1...8...10 second[s], target foe moves, attacks, and casts spells 33% slower.
1997;Withering Aura;Enchantment Spell. For 5...17...20 seconds, target ally's melee attacks cause Weakness for 5...17...20 seconds.
1998;Cacophony;Hex Spell. For 10 seconds, whenever target foe uses a shout or chant, that foe takes 35...91...105 damage.
1999;Winter's Embrace;Hex Spell. For 2...5...6 seconds, target foe moves 66% slower and takes 5...13...15 damage while moving.
2000;Earthen Shackles;Hex Spell. For 3 seconds, target and all nearby foes move 90% slower. When Earthen Shackles ends, it applies Weakness for 5...17...20 seconds.
2001;Ward of Weakness;Ward Spell. You create a Ward of Weakness at your current location. For 5...17...20 seconds, foes in this area become Weakened for 5...17...20 seconds whenever they take elemental damage.
2002;Glyph of Swiftness;Glyph. For 15 seconds, your next 1...4...5 spell[s] recharge 25% faster and projectiles from the affected spells move 200% faster.
2003;Cure Hex;Spell. Remove one Hex from target ally. If a Hex was removed, that ally is healed for 30...102...120 Health.
2004;Smite Condition;Spell. Remove one condition from target ally. If a condition was removed, foes in the area take 10...50...60 holy damage.
2005;Smiter's Boon;Enchantment Spell. For 30 seconds, your Smiting Prayers have double the Divine Favor bonus.
2006;Castigation Signet;Signet. Target foe takes 26...50...56 holy damage. If that foe was attacking, you gain 1...8...10 Energy.
2007;Purifying Veil;Enchantment Spell. While you maintain this enchantment, conditions expire 5...41...50% faster on target ally. When this enchantment ends, one condition is removed from that ally.
2008;Pulverizing Smash;Hammer Attack. If you hit a knocked-down foe, that foe suffers from Weakness and a Deep Wound for 5...17...20 seconds.
2009;Keen Chop;Axe Attack. If it hits, this attack always results in a critical hit.
2010;Knee Cutter;Sword Attack. If this attack hits a Crippled foe, you gain 2...6...7 Energy and 1...3...3 strikes [sic] of adrenaline.
2011;Grapple;Skill. You and target touched foe are knocked down. You lose your current stance.
2012;Radiant Scythe;Scythe Attack. This attack strikes for +1 damage for each point of Energy you currently have, maximum 5...25...30. You gain 1...6...7 Energy if this attack hits.
2013;Grenth's Aura;Flash Enchantment Spell. For 20 seconds, you deal 5...21...25 less damage and steal 5...21...25 Health whenever you hit with a scythe attack. When you cast this enchantment you steal 5...21...25 Health from all adjacent foes.
2014;Signet of Pious Restraint;Signet. Remove one Dervish enchantment. Target foe is Crippled for 5...13...15 seconds. If an enchantment was removed, all foes nearby your target are also Crippled and this signet recharges 75% faster.
2015;Farmer's Scythe;Scythe Attack. If this attack hits, you deal +5...17...20 damage. If you hit more than one foe, this attack recharges instantly.
2016;Energetic Was Lee Sa;Item Spell. Hold Lee Sa's ashes for 5...13...15 seconds. While you hold her ashes, you gain +2 Energy regeneration. When you drop her ashes, you gain +1...8...10 Energy.
2017;Anthem of Weariness;Chant. For 8 seconds, the next attack skill used by each ally within earshot also causes Weakness for 1...13...16 second[s].
2018;Anthem of Disruption;Chant. For 1...8...10 seconds, the next attack skill used by each ally within earshot also interrupts an action.
2051;Summon Spirits;Spell. All spirits you control Shadow Step to your location, and gain 60...100 Health.
2052;Shadow Fang;Hex Spell. Shadow Step to target foe. For 10 seconds, this hex does nothing. When this hex ends, you return to your original location and that foe suffers from a Deep Wound for 5...17...20 seconds.
2053;Calculated Risk;Hex Spell. For 3...20...24 seconds, target foe's attacks do +10 damage, but there is a 50% chance that the damage from each attack will be done to that foe instead. (Maximum 15...83...100 damage.)
2054;Shrinking Armor;Hex Spell. For 10 seconds, target foe suffers from -1...3...4 Health degeneration. When this hex ends, that foe has Cracked Armor for 5...17...20 seconds.
2055;Aneurysm;Spell. Target foe regains all Energy. For each point of Energy gained in this way, that foe takes 1...3...3 damage and all adjacent foes lose 1 Energy. (Maximum 1...24...30).
2056;Wandering Eye;Hex Spell. For 4 seconds, the next time target foe attacks, that attack is interrupted and all nearby foes take 30...94...110 damage.
2057;Foul Feast;Spell. All conditions are transferred from target other ally to yourself. For each condition acquired in this way, you gain 0...36...45 Health and 0...2...2 Energy. This skill recharges twice as fast if you remove Disease from your target.
2058;Putrid Bile;Hex Spell. For 5...17...20 seconds, target foe suffers -1...3...3 Health degeneration. If that foe dies while under the effects of this hex, all nearby foes take 25...73...85 damage.
2059;Shell Shock;Spell. Target foe is struck for 10...26...30 lightning damage and has Cracked Armor for 5...17...20 seconds. This spell has 25% armor penetration. If you are Overcast, this spell strikes adjacent foes.
2060;Glyph of Immolation;Glyph. For 15 seconds, your next 1...3...4 spell[s] that target[s] a foe also cause[s] Burning for 1...3...4 second[s].
2061;Patient Spirit;Enchantment Spell. For 2 seconds, target ally is enchanted with Patient Spirit. Unless this enchantment ends prematurely, that ally is healed for 30...102...120 Health when the enchantment ends.
2062;Healing Ribbon;Spell. Target other ally is healed for 20...92...110 Health. Up to 2 additional allies near target ally are healed for 10...82...100 Health.
2063;Aura of Stability;Enchantment Spell. For 3...7...8 seconds, target other ally cannot be knocked down.
2064;Spotless Mind;Enchantment Spell. For 1...12...15 seconds, target other ally loses a hex every 5 seconds.
2065;Spotless Soul;Enchantment Spell. For 1...12...15 seconds, target other ally loses a condition every 3 seconds.
2066;Disarm;Sword Attack. Interrupt target foe's action.  If that action was an attack, all of that foe's attack skills are disabled for 0...2...3 second[s].
2067;"I Meant to Do That!";Shout. If you are knocked down, you gain 1...4...5 strikes of adrenaline.
2068;Rapid Fire;Preparation. For 5...21...25 seconds, you attack 33% faster while wielding a bow.
2069;Sloth Hunter's Shot;Bow Attack. If this attack hits, target foe takes +10...22...25 damage. If that foe is not using a skill, Sloth Hunter's Shot does an additional +10...30...35 damage.
2070;Aura Slicer;Melee Attack. If this attack hits, you inflict Bleeding for 5...13...15 seconds. If you are enchanted, you also inflict Cracked Armor for 1...8...10 second[s].
2071;Zealous Sweep;Scythe Attack. If this attack hits, you deal +5...17...20 damage. You gain 3 Energy and 1 adrenaline for each foe you hit.
2072;Pure Was Li Ming;Item Spell. Hold Li Ming's ashes for 5...17...20 seconds. While you hold her ashes, conditions on you expire 10...42...50% faster. When you drop her ashes, all allies within earshot lose 1...3...4 condition[s].
2073;Weapon of Aggression;Weapon Spell. For 5...13...15 seconds, you attack 25% faster.
2074;Chest Thumper;Spear Attack. If this attack hits a foe with Cracked Armor, that foe suffers a Deep Wound for 5...17...20 seconds.
2075;Hasty Refrain;Echo. For 3...9...11 seconds, target ally moves 25% faster. This echo is reapplied every time a chant or shout ends on that ally.
2091;Shadow Sanctuary;Enchantment Spell. You are Blinded for 5 seconds. For 10 seconds, you gain +7...10 Health regeneration and +40 armor.
2092;Ether Nightmare;Hex Spell. Target foe loses 5...8 Energy. For each point of Energy lost in this way, that foe and all foes in the area suffer -1 Health degeneration for 10 seconds.
2093;Signet of Corruption;Signet. Target foe and all nearby foes take 20...30 damage. For each affected foe suffering from a condition or hex, you gain 2 Energy (maximum 12...20 Energy).
2094;Elemental Lord;Enchantment Spell. For 40...60 seconds, your elemental attributes are boosted by 1. Each time you cast a spell, you gain 1 Energy for every 10 ranks of Energy Storage and are healed for 100...300% of the spell's Energy cost.
2095;Selfless Spirit;Enchantment Spell. For 15...20 seconds, spells you cast that target another ally cost 3 less energy.
2096;Triple Shot;Bow Attack. Shoot 3 arrows simultaneously at target foe. These arrows deal 40...25% less damage.
2097;"Save Yourselves!";Shout. For 4...6 seconds, all other party members gain +100 armor.
2098;Aura of Holy Might;Enchantment Spell. For 45 seconds, you deal 20...25 holy damage to all adjacent foes whenever you lose a Dervish enchantment.
2099;Spear of Fury;Spear Attack. This attack deals +30...40 damage. If this attack hits a foe suffering from a condition, you gain 3...6 strikes of adrenaline.
2100;Summon Spirits;Spell. All spirits you control Shadow Step to your location, and gain 60...100 Health.
2101;Critical Agility;Enchantment Spell. For 4 seconds and 1 second for each rank of Critical Strikes, you attack 33% faster and gain 15...25 armor. This skill reapplies itself every time you land a critical hit.
2102;Cry of Pain;Spell. Interrupt target foe's skill. If that foe was suffering from a Mesmer hex, that foe and all foes in the area take 25...50 damage and have 3...5 Health degeneration for 10 seconds.
2103;Necrosis;Skill. If target foe is suffering from a condition or hex, that foe suffers 60...90 damage.
2104;Intensity;Skill. For 10 seconds, the next time you deal elemental damage with a spell to a target, you deal 60...70% of that damage to all other foes in the area.
2105;Seed of Life;Enchantment Spell. For 2...5 seconds, whenever target other ally takes damage, all party members are healed for 2 Health for each rank in Divine Favor.
2107;Whirlwind Attack;Melee Attack. Attack target and adjacent foes. Each attack that hits deals +13...20 damage.
2108;Never Rampage Alone;Skill. For 18...25 seconds, you and your pet attack 25% faster and have 1...3 Health regeneration.
2109;Eternal Aura;Enchantment Spell. You have +100 max Health. When this enchantment ends, all party members in the area are resurrected with 40...50% Health and 20...30% Energy.
2110;Vampirism;Binding Ritual. Create a level 4...14 spirit that dies after 75...150 seconds. Attacks by this spirit steal up to 10...20 Health, and you are healed for 10...20 Health.
2112;"There's Nothing to Fear!";Shout. For 4 seconds and 1 second for every 2 ranks in Leadership, all party members within earshot take 20...35% less damage. Affected party members are healed for 35...60 Health when this shout ends.
2116;Sneak Attack;Melee Attack. If this attack hits, target foe is Blinded for 5...8 seconds. This attack counts as a lead attack.
2135;Trampling Ox;Dual Attack. Must follow an off-hand attack. If it hits, you deal +5...17...20 damage. If you a [sic] hit a Crippled foe, that foe is knocked down.
2136;Smoke Powder Defense;Stance. For 8 seconds, the next time you are struck, you take half damage and all adjacent foes are Blinded for 2...5...6 seconds.
2137;Confusing Images;Hex Spell. For 2...8...10 seconds, target foe takes twice as long to activate non-attack skills.
2138;Hexer's Vigor;Enchantment Spell. For 10 seconds, you have +1...7...8 Health regeneration. Hexer's Vigor ends if you cast a non-hex skill.
2139;Masochism;Enchantment Spell. For 10...34...40 seconds, you have +2 to your Death Magic and Soul Reaping attributes and sacrifice 5...3...3% of your maximum Health when you cast a spell.
2140;Piercing Trap;Trap. When Piercing Trap is triggered, all nearby foes are struck for 5...41...50 piercing damage. Any foes with Cracked Armor are struck for an additional 15...51...60 damage. Piercing Trap ends after 90 seconds. While activating this skill, you are easily interrupted.
2141;Companionship;Skill. If you have less Health than your pet, you are healed for 30...102...120 Health. If your pet has less Health than you, it is healed for 30...102...120 Health.
2142;Feral Aggression;Skill. For 5...17...20 seconds, your pet attacks 33% faster and deals +3...9...10 additional damage.
2143;Disrupting Shot;Bow Attack. If this attack hits, target foe's action is interrupted. If that action was a Skill, you strike for +10...34...40 damage.
2144;Volley;Bow Attack. All your Preparations are removed. Shoot arrows at target foe and up to 3 foes adjacent to your target. These arrows strike for +1...8...10 damage if they hit.
2145;Expert Focus;Preparation. For 24 seconds, your bow attack skills cost 1...2...2 less Energy and deal 1...8...10 extra damage.
2146;Pious Fury;Stance. Remove 1 Dervish enchantment. For 1...6...7 second[s], you attack 25% faster. If an enchantment was removed, this stance lasts twice as long.
2147;Crippling Victory;Scythe Attack. If this attack hits a foe, that foe is Crippled for 3...7...8 seconds. If you have more Health than target foe, all adjacent foes take 10...26...30 earth damage.
2148;Sundering Weapon;Weapon Spell. For 4...9...10 seconds, target ally's next 3 attacks have 10% armor penetration and cause Cracked Armor for 5...17...20 seconds.
2149;Weapon of Renewal;Weapon Spell. For 4...9...10 seconds, the next time target ally hits with an attack skill, that ally gains 1...6...7 Energy.
2150;Maiming Spear;Spear Attack. If your attack hits a Bleeding foe, that foe is Crippled for 5...17...20 seconds.
2186;Signet of Deadly Corruption;Signet. Target foe takes 5...29...35 damage for each condition on that foe (maximum 130 damage).
2187;Way of the Master;Enchantment Spell. For 60 seconds, while holding a non-dagger weapon, you have an additional 3...27...33% chance to land a critical hit.
2188;Defile Defenses;Hex Spell. For 5...17...20 seconds, the next time target foe blocks, that foe takes 30...102...120 damage.
2189;Angorodon's Gaze;Spell. Steal 10...42...50 Health from target foe. If you are suffering from a condition, you gain 3...10...12 Energy.
2190;Magnetic Surge;Enchantment Spell. Target foe takes 15...63...75 damage. If you are Overcast, Magnetic Surge enchants all allies in earshot for 1...4...5 second[s] to block the next attack against them.
2191;Slippery Ground;Spell. If target or adjacent foes are Blind or moving, these foes are knocked down. There is a 50% chance of failure with Water Magic less than 5.
2192;Glowing Ice;Spell. Target foe is struck for 5...41...50 cold damage. If that foe is under the effects of a Water Magic hex, you gain 5 Energy plus 1 Energy for every 2 ranks of Energy Storage.
2193;Energy Blast;Spell. Target foe takes 1...2...2 damage for each point of Energy you have (maximum 130 damage).
2194;Distracting Strike;Melee Attack. If Distracting Strike hits, it deals no damage and interrupts target foe's action. If target foe has Cracked Armor, that skill is disabled for 20 seconds.
2195;Symbolic Strike;Melee Attack. If this attack hits, you deal +12 damage for each signet you have equipped (maximum 70 damage).
2196;Soldier's Speed;Stance. For 3...15...18 seconds, you move 15% faster. You move an additional 15% faster while under the effects of a chant or shout.
2197;Body Blow;Melee Attack. If this attack hits, target foe takes +10...34...40 damage. If target foe has Cracked Armor, that foe suffers from a Deep Wound for 0...12...15 second[s].
2198;Body Shot;Bow Attack. If this attack hits, you deal +5...17...20 damage. If it hits a foe with Cracked Armor, you gain 5...9...10 Energy.
2199;Poison Tip Signet;Signet. For 60 seconds, your next attack also inflicts Poison for 8...14...15 seconds.
2200;Signet of Mystic Speed;Signet. For 30 seconds, your next 1...3...3 self-targeting enchantment[s] cast instantly. Flash enchantments do not consume uses of this skill.
2201;Shield of Force;Flash Enchantment Spell. For 1...13...16 second[s], blocks the next 1 attack against you. If an attack is blocked, all adjacent attacking foes are knocked down and suffer from Weakness for 5...17...20 seconds.
2202;Mending Grip;Spell. Target ally is healed for 15...63...75 Health. If that ally is under the effects of a weapon spell, that ally loses one condition.
2203;Spiritleech Aura;Skill. For 5...17...20 seconds, all of your spirits within earshot deal 5...17...20 less damage and steal 5...17...20 Health when they attack.
2204;Rejuvenation;Binding Ritual. Create a level 1...16...20 spirit. This spirit heals all party members within earshot for 3...9...10 Health each second. This spirit loses 3...9...10 Health for each party member healed in this way. This spirit dies after 30...78...90 seconds.
2205;Agony;Binding Ritual. Create a level 1...10...12 spirit. This spirit causes 3...9...10 Health loss each second to foes within earshot. This spirit loses 3...9...10 Health for each foe hurt in this way. This spirit dies after 30...78...90 seconds.
2206;Ghostly Weapon;Weapon Spell. For 5...17...20 seconds, target other ally's next attack cannot be blocked.
2207;Inspirational Speech;Skill. You lose all adrenaline and target other ally gains 1...3...4 strikes of adrenaline.
2208;Burning Shield;Skill. For 3...8...9 seconds, while wielding a shield, the next attack skill used against you is blocked. If it was a melee attack, your attacker is set on fire for 1...5...6 seconds.
2209;Holy Spear;Spear Attack. If this attack hits, you deal +5...17...20 damage. If it hits a summoned creature, all nearby foes take 15...75...90 holy damage, and are set on fire for 3 seconds.
2210;Spear Swipe;Spear Attack. If this attack hits, you deal +5...17...20 damage and target foe is Dazed for 4...9...10 seconds. This attack has melee range.
2211;Alkar's Alchemical Acid;Spell. Throw Alkar's Alchemical Acid at target foe. Target and adjacent foes are struck for 40...50 damage. Destroyers take an additional 45...70 damage and they have Cracked Armor for 14...20 seconds.
2212;Light of Deldrimor;Spell. All foes in the area are struck for 55...80 holy damage. The location of hidden objects are briefly indicated on your Compass. Any hidden objects in the area are revealed.
2213;Ear Bite;Skill. Target touched foe takes 50...70 piercing damage and begins Bleeding for 15...25 seconds.
2214;Low Blow;Skill. Strike target foe for 45...70 damage. If target foe is knocked down, that foe takes an additional 30...50 damage and suffers from Cracked Armor for 14...20 seconds.
2215;Brawling Headbutt;Skill. You headbutt target touched foe dealing 45...70 damage and knocking down that foe if it hits.
2216;"Don't Trip!";Shout. For 3...5 seconds, party members within earshot cannot be knocked down.
2217;"By Ural's Hammer!";Shout. For 30 seconds, all dead party members in earshot are resurrected with full Health and Energy. Resurrected party members deal 25...33% more damage. When this effect ends, affected party members die. This skill does not incur a death penalty.
2218;Drunken Master;Stance. For 72...90 seconds, your movement and attack speeds are increased by 10...15%. If you are drunk while activating this skill, your movement and attack speeds are increased by 25...33% instead.
2219;Great Dwarf Weapon;Weapon Spell. For 20 seconds, target other ally's weapon strikes for +15...20 damage and has a 28...40% chance to cause knock down.
2220;Great Dwarf Armor;Enchantment Spell. For 22...40 seconds, target ally has +24 armor, +60 maximum Health, and an additional +24 armor against Destroyers.
2221;Breath of the Great Dwarf;Spell. All party members are relieved of Burning and are healed for 50...60 Health.
2222;Snow Storm;Spell. Create a Snow Storm at target foe's location. For 5 seconds, foes adjacent to that location are struck for 30...40 cold damage each second.
2223;Black Powder Mine;Trap. When Black Powder Mine is triggered, all nearby foes are struck for 20...30 damage, become Blinded, and begin Bleeding for 7...10 seconds. Black Powder Mine ends after 90 seconds. While activating this skill, you are easily interrupted.
2224;Summon Mursaat;Spell. Summon a level 14...20 Mursaat that lives for 40...60 seconds and has Enervating Charge. Only 1 Asura Summon can be active at a time.
2225;Summon Ruby Djinn;Spell. Summon a level 14...20 Ruby Djinn that lives for 40...60 seconds and has Immolate. Only 1 Asura Summon can be active at a time.
2226;Summon Ice Imp;Spell. Summon a level 14...20 Ice Imp that lives for 40...60 seconds and has Ice Spikes. Only 1 Asura Summon can be active a time.
2227;Summon Naga Shaman;Spell. Summon a level 14...20 Naga Shaman that lives for 40...60 seconds and has Stoning. Only 1 Asura Summon can be active a time.
2228;Deft Strike;Ranged Attack. If this attack hits, target foe takes 18...30 damage. If that foe has Cracked Armor, it begins Bleeding for 18...30 seconds.
2229;Signet of Infection;Signet. If target foe is Bleeding, that foe is Diseased for 13...20 seconds.
2230;Tryptophan Signet;Signet. For 14...20 seconds, target foe and all adjacent foes move and attack 23...40% slower.
2231;Ebon Battle Standard of Courage;Ward Spell. You plant an Ebon Battle Standard of Courage at your current location. For 14...20 seconds, non-spirit allies in this area gain +24 armor and an additional +24 armor against Charr.
2232;Ebon Battle Standard of Wisdom;Ward Spell. You plant an Ebon Battle Standard of Wisdom at your current location. For 14...20 seconds, non-spirit allies in this area have a 44...60% chance to halve skill recharge of spells they cast.
2233;Ebon Battle Standard of Honor;Ward Spell. You plant an Ebon Battle Standard of Honor at your current location. For 14...20 seconds, non-spirit allies in this area strike for +8...15 damage and an additional +7...10 vs. Charr.
2234;Ebon Vanguard Sniper Support;Spell. Target foe is struck for 54...90 piercing damage and begins Bleeding for 5...25 seconds. This attack has a 10% chance of doing an additional +540...900 piercing damage. If this attack hits a Charr it has a 25% chance of doing an additional +540...900 piercing damage.
